matrix_version,route_id,provider,offering,adapter_id,protocol,capability,support,action,requires_explicit_degradation,limitations,evidence_digest,code_paths,test_evidence
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,batch,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,file_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,function_error_result,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,hosted_tools,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,parallel_tool_calling,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,prompt_caching,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,provider_continuation,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,realtime,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,reasoning,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,reasoning_summary,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,server_state,partial,degraded,true,state retention is cloud route and deployment specific,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,streaming,compatible,transformed,false,,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,structured_output,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,text_generation,compatible,transformed,false,,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,tool_calling,compatible,transformed,false,,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,usage_reporting,compatible,transformed,false,,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,video_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,azure.openai.eastus.v1.entra.responses,azure.openai,azure.openai.payg,azure-openai,responses,vision_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:cd5a8ca9bf6bf9d2c1db1ef5db92591c71011f94c57f73e675cfedbab266f371,provider/azureopenai | internal/protocol/openairesponses,tests/azureopenai
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,audio_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,background_execution,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,batch,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,file_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,function_error_result,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,hosted_tools,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,parallel_tool_calling,compatible,transformed,false,,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,prompt_caching,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,provider_continuation,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,realtime,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,reasoning,compatible,transformed,false,,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,reasoning_summary,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,server_state,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,streaming,compatible,transformed,false,,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,structured_output,partial,degraded,true,Chat Completions supports JSON Object; strict JSON Schema is not declared,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,text_generation,compatible,transformed,false,,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,tool_calling,compatible,transformed,false,,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,usage_reporting,compatible,transformed,false,,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,video_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.chat_completions,deepseek,deepseek.api.payg,deepseek,chat_completions,vision_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:f89eae36a5b68cb0f0ca6d8c89174c4a519e8b308a3996e78119d0c87c03bae2,provider/deepseek | internal/compatprovider | internal/protocol/openaichat,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,audio_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,background_execution,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,batch,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,file_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,function_error_result,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,hosted_tools,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,parallel_tool_calling,partial,degraded,true,disable_parallel_tool_use is ignored,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,prompt_caching,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,provider_continuation,compatible,transformed,false,,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,realtime,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,reasoning,compatible,transformed,false,,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,reasoning_summary,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,server_state,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,streaming,compatible,transformed,false,,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,structured_output,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,text_generation,compatible,transformed,false,,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,tool_calling,compatible,transformed,false,,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,usage_reporting,compatible,transformed,false,,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,video_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,deepseek.direct.payg.messages,deepseek,deepseek.api.payg,deepseek,messages,vision_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:2468155bc098a2c52e866fd49dbf0e25fc7cecfd0f2c84fc8b18c7410ffd89e2,provider/deepseek | internal/compatprovider | internal/protocol/anthropicmessages,tests/deepseek
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,audio_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,background_execution,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,batch,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,file_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,function_error_result,native,exact,false,,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,hosted_tools,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,parallel_tool_calling,native,exact,false,,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,prompt_caching,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,provider_continuation,native,exact,false,,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,realtime,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,reasoning,compatible,transformed,false,,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,reasoning_summary,partial,degraded,true,"thought parts are provider-native, not a guaranteed portable summary",sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,server_state,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,streaming,native,exact,false,,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,structured_output,native,exact,false,,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,text_generation,native,exact,false,,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,tool_calling,native,exact,false,,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,usage_reporting,native,exact,false,,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
praxis.model-invoker.semantic-matrix/v1candidate,google.gemini-developer.payg.generate_content,google.gemini-developer,google.gemini-developer.api.payg,gemini,generate_content,video_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:986baf6c4f21c9eab9679037f9480a3c3fdd0d6b02d708a49a58c68ad37c7c6d,provider/gemini,tests/gemini | tests/gemini/provider_contract_test.go
